 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:15 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:16 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:18 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:19 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:20 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:22 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:23 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:24 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:26 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:27 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:28 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:30 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:31 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:33 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:34 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:35 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:37 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:38 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:39 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:41 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:42 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:43 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:45 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:46 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:47 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:49 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:50 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:39:52 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:04 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:05 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:07 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:08 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:09 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:11 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:12 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:13 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:15 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:16 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:17 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:19 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:20 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:21 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:23 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:24 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:26 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:27 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:28 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:30 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:31 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:32 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:34 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:35 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:37 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:38 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:44:39 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:47 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:49 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:50 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:52 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:53 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:54 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:56 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:57 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:53:58 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:00 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:01 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:02 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:04 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:05 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:06 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:08 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:09 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:11 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:12 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:13 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:15 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:16 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:17 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:19 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:20 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:21 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:23 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:24 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:25 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:27 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:28 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:30 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:54:31 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:55:59 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:00 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:02 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:03 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:05 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:06 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:07 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:09 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:10 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:11 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:13 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:14 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:15 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:17 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:18 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:19 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:21 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:22 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:33 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:34 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:36 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:37 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:38 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:40 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:41 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:42 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:44 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:45 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:52 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:53 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:55 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:56 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:57 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:56:59 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:05 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:06 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:08 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:09 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:11 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:12 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:13 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:15 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:16 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:17 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:19 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:20 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:21 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:23 --  deg K/C
 62.894  62.894 226.850 226.850 226.850 226.850 226.850 226.850 June 20 2015 20:58:24 --  deg K/C
